id,category,desiredFile,currentImageUrl,question,wikimediaUrl,license,author,source
Q1144,"Müzik","muzik_q1144.jpg","assets/images/questions/music_symphony.jpg","Klasik müzikte bir senfonide genellikle 4 bölüm vardır.",,,,
Q0653,"Edebiyat","edebiyat_q0653.jpg","assets/images/questions/literature_dostoyevski.jpg","Bu kişi Dostoyevski'dir.",,,,
Q0654,"Edebiyat","edebiyat_q0654.jpg","assets/images/questions/edebiyat_q0654.jpg","Bu görseldeki kişi William Shakespeare'dir.",,,,
Q0655,"Edebiyat","edebiyat_q0655.jpg","assets/images/questions/edebiyat_q0655.jpg","Görseldeki eser, J.K. Rowling'in Harry Potter serisinin ilk kitabıdır.",,,,
Q0656,"Edebiyat","edebiyat_q0656.jpg","assets/images/questions/literature_fuzuli_portrait.jpg","Kişi, Muhammed Fuzuli'dir.",,,,
Q0657,"Edebiyat","edebiyat_q0657.jpg","assets/images/questions/literature_dostoyevski.jpg","Dostoyevski 'Suç ve Ceza' eserinin yazarıdır.",,,,
Q0658,"Edebiyat","edebiyat_q0658.jpg","assets/images/questions/literature_calikusu.jpg","Türk Edebiyatı'nda 'Çalıkuşu' romanı Reşat Nuri Güntekin'e aittir.",,,,
Q0659,"Edebiyat","edebiyat_q0659.jpg","assets/images/questions/literature_nazim_hikmet.jpg","Nazım Hikmet, 'Kürk Mantolu Madonna' romanının yazarıdır.",,,,
Q0660,"Edebiyat","edebiyat_q0660.jpg","assets/images/questions/literature_don_quixote.jpg","Cervantes, 'Don Kişot' romanının yazarıdır.",,,,
Q0661,"Edebiyat","edebiyat_q0661.jpg","assets/images/questions/literature_nobel_prize.jpg","Orhan Pamuk, Nobel Edebiyat Ödülü'nü kazanan ilk Türk yazardır.",,,,
Q0662,"Edebiyat","edebiyat_q0662.jpg","assets/images/questions/edebiyat_q0662.jpg","Shakespeare, toplam 37 oyun yazmıştır.",,,,
Q0663,"Edebiyat","edebiyat_q0663.jpg","assets/images/questions/literature_mevlana.jpg","Mesnevi, Mevlana Celaleddin Rumi'nin bir eseridir.",,,,
Q0664,"Edebiyat","edebiyat_q0664.jpg","assets/images/questions/literature_yasar_kemal.jpg","'İnce Memed' romanı, Yaşar Kemal'in en bilinen eserlerinden biridir.",,,,
Q0665,"Edebiyat","edebiyat_q0665.jpg","assets/images/questions/literature_kafka.jpg","Franz Kafka, Rus edebiyatının önemli yazarlarından biridir.",,,,
Q0666,"Edebiyat","edebiyat_q0666.jpg","assets/images/questions/literature_crime_punishment.jpg","Dostoyevski'nin 'Suç ve Ceza' romanının ana karakteri Raskolnikov'dur.",,,,
Q0667,"Edebiyat","edebiyat_q0667.jpg","assets/images/questions/literature_haiku.jpg","Haiku, Çin kökenli bir şiir türüdür.",,,,
Q0668,"Edebiyat","edebiyat_q0668.jpg","assets/images/questions/literature_garcia_marquez.jpg","Gabriel Garcia Marquez, 'Yüzyıllık Yalnızlık' romanının yazarıdır.",,,,
Q0669,"Edebiyat","edebiyat_q0669.jpg","assets/images/questions/literature_garip_movement.jpg","Türk Edebiyatı'nda 'Garip Akımı', 1950'lerde ortaya çıkmıştır.",,,,
Q0670,"Edebiyat","edebiyat_q0670.jpg","assets/images/questions/literature_victor_hugo.jpg","Victor Hugo, 'Sefiller' romanının yazarıdır.",,,,
Q0671,"Edebiyat","edebiyat_q0671.jpg","assets/images/questions/literature_homer.jpg","Homer, 'Odysseia' destanının yazarı olarak kabul edilir.",,,,
Q0672,"Edebiyat","edebiyat_q0672.jpg","assets/images/questions/literature_oguz_atay.jpg","Türk Edebiyatı'nda 'Tutunamayanlar' romanı Oğuz Atay'a aittir.",,,,
Q0677,"Edebiyat","edebiyat_q0677.jpg","assets/images/questions/literature_yunus_emre.jpg","Yunus Emre, Divan Edebiyatı'nın önemli şairlerindendir.",,,,
Q0678,"Edebiyat","edebiyat_q0678.jpg","assets/images/questions/edebiyat_q0678.jpg","'Suç ve Ceza' romanı Tolstoy'a aittir.",,,,
Q0679,"Edebiyat","edebiyat_q0679.jpg","assets/images/questions/literature_halit_ziya.jpg","'Mai ve Siyah' romanı Halit Ziya Uşaklıgil'e aittir.",,,,
Q0680,"Edebiyat","edebiyat_q0680.jpg","assets/images/questions/literature_tanpinar.jpg","Ahmet Hamdi Tanpınar, 'Saatleri Ayarlama Enstitüsü' adlı eserin yazarıdır.",,,,
Q0681,"Edebiyat","edebiyat_q0681.jpg","assets/images/questions/literature_yahya_kemal.jpg","'Şiir Cumhuriyeti'nin Kurucusu' olarak anılan şair Yahya Kemal Beyatlı'dır.",,,,
Q0682,"Edebiyat","edebiyat_q0682.jpg","assets/images/questions/literature_mehmet_akif.jpg","İstiklal Marşı'nın yazarı Mehmet Akif Ersoy'dur.",,,,
Q0683,"Edebiyat","edebiyat_q0683.jpg","assets/images/questions/literature_yaban.jpg","Türk Edebiyatı'nda ilk köy romanı 'Yaban'dır.",,,,
Q0684,"Edebiyat","edebiyat_q0684.jpg","assets/images/questions/edebiyat_q0684.jpg","Shakespeare, 'Romeo ve Juliet' eserinin yazarıdır.",,,,
Q0685,"Edebiyat","edebiyat_q0685.jpg","assets/images/questions/literature_fuzuli_divan.jpg","Fuzuli, Türk Halk Edebiyatı'nın önemli şairlerindendir.",,,,
Q0686,"Edebiyat","edebiyat_q0686.jpg","assets/images/questions/literature_orhan_veli.jpg","Türk Edebiyatı'nda 'Garip Akımı' Orhan Veli Kanık, Oktay Rifat ve Melih Cevdet Anday tarafından kurulmuştur.",,,,
Q0687,"Edebiyat","edebiyat_q0687.jpg","assets/images/questions/literature_sait_faik.jpg","Sait Faik Abasıyanık, roman türündeki eserleriyle tanınır.",,,,
Q0688,"Edebiyat","edebiyat_q0688.jpg","assets/images/questions/literature_necip_fazil.jpg","'Çile' şiir kitabı Necip Fazıl Kısakürek'e aittir.",,,,
Q0689,"Edebiyat","edebiyat_q0689.jpg","assets/images/questions/literature_peyami_safa.jpg","Peyami Safa, 'Dokuzuncu Hariciye Koğuşu' romanının yazarıdır.",,,,
Q0690,"Edebiyat","edebiyat_q0690.jpg","assets/images/questions/literature_halide_edip.jpg","Halide Edip Adıvar'ın 'Sinekli Bakkal' romanı, ilk Türkçe Nobel Edebiyat Ödülü'nü kazanmıştır.",,,,
Q0691,"Edebiyat","edebiyat_q0691.jpg","assets/images/questions/literature_cahit_sitki.jpg","Cahit Sıtkı Tarancı, 'Otuz Beş Yaş' şiiriyle tanınır.",,,,
Q0692,"Edebiyat","edebiyat_q0692.jpg","assets/images/questions/literature_yasar_kemal_book.jpg","Yaşar Kemal'in 'İnce Memed' romanı dünya edebiyatının önemli eserlerindendir.",,,,
Q1145,"Edebiyat","edebiyat_q1145.jpg","assets/images/questions/literature_orhan_pamuk_nobel.jpg","Orhan Pamuk Nobel Edebiyat Ödülü almıştır.",,,,
Q1146,"Edebiyat","edebiyat_q1146.jpg","assets/images/questions/literature_1984_orwell.jpg","'1984' romanının yazarı Aldous Huxley'dir.",,,,
Q1147,"Edebiyat","edebiyat_q1147.jpg","assets/images/questions/literature_mesnevi.jpg","Mesnevi uzun manzum hikaye türüdür.",,,,
Q0561,"Resimli Sorular","resimli_sorular_q0561.jpg","assets/images/questions/geography_bosphorus.jpg","İstanbul Boğazı, Asya ve Avrupa'yı birbirinden ayırır.",,,,
Q0563,"Resimli Sorular","resimli_sorular_q0563.jpg","assets/images/questions/geography_van_lake.jpg","Antartika, dünya üzerinde hiçbir ülkeye ait olmayan tek kıtadır.",,,,
Q0566,"Resimli Sorular","resimli_sorular_q0566.jpg","assets/images/questions/geography_asia_largest.jpg","Rusya, dünya üzerinde en fazla ülkeye komşu olan ülkedir.",,,,
Q1009,"Resimli Sorular","resimli_sorular_q1009.jpg","assets/images/questions/music_violin.jpg","Bu müzik enstrümanının adı nedir?",,,,
Q1010,"Resimli Sorular","resimli_sorular_q1010.jpg","assets/images/questions/music_mozart.jpg","Bu besteci kimdir?",,,,
Q1011,"Resimli Sorular","resimli_sorular_q1011.jpg","assets/images/questions/literature_orhan_pamuk.jpg","Bu ünlü yazar kimdir?",,,,
Q1012,"Resimli Sorular","resimli_sorular_q1012.jpg","assets/images/questions/literature_hamlet.jpg","Bu klasik eser hangi yazara aittir?",,,,
Q1013,"Resimli Sorular","resimli_sorular_q1013.jpg","assets/images/questions/science_mars.jpg","Bu görüntüde hangi gezegen görülmektedir?",,,,
Q1014,"Resimli Sorular","resimli_sorular_q1014.jpg","assets/images/questions/history_colosseum.jpg","Bu tarihi yapı hangi medeniyete aittir?",,,,
Q1015,"Resimli Sorular","resimli_sorular_q1015.jpg","assets/images/questions/sports_basketball.jpg","Bu spor dalında kullanılan top hangisidir?",,,,
Q1016,"Resimli Sorular","resimli_sorular_q1016.jpg","assets/images/questions/tech_ssd.jpg","Bu teknolojik cihaz nedir?",,,,
